vendor,avg_current_price,avg_old_price
Galleria,8.96492594984965,16.847439274448
Loblaws,8.01073168665684,5.08498207431661
Metro,11.7400041393657,10.8599330472485
NoFrills,6.16082277865977,5.67725580711555
SaveOnFoods,7.25491118379592,7.39930633157774
TandT,7.78264590061293,11.2838653248576
Voila,7.06732765827527,6.92057749228882
Walmart,5.92678251608225,12.5492551938022
